project,filename,journey_type,journey_kind,brand_name,size_kb,base64_image_count,base64_kb,css_kb,js_kb,step_count,screen_count,colors,step_labels,message_samples
Haldirams,journey_retailer_onboarding_to_cash.html,retailer_onboarding,canonical,Haldiram's,2789,55,2473,25,11,12,35,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Retailer Onboarding | Welcome &amp; Self Service | Campaigns &amp; Queries | Scheme &amp; Product Queries | Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Distributor Confirmation | Order to Invoice | Invoice &amp; Payment | Collect Digital Orders | Collect Payments | Screen 1 · Activation Campaign | Screen 2 · Retailer Registration | Screen 3 · Application Under Review | Screen 3 · Registration Successful | Screen 4 · Self Service Menu | Screen 1 · Diwali Festive Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Bhujia Range Scheme | Screen 2 · Retailer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Retailer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout | Screen 1 · DT Receives Order | Screen 2 · DT Order Review | Screen 3 · DT Accepts Order | Screen 1 · Distributor Menu | Screen 2 · Orders to Process | Screen 3 · Upload Invoice | Screen 1 · Invoice Shared | Screen 2 · Payment Reminder | Screen 3 · Payment Received | Screen 1 · Distributor Menu | Screen 2 · Select Retailers | Screen 3 · Order Nudge to Retailer | Screen 1 · Distributor Menu | Screen 2 · Pending Invoices | Screen 3 · Payment Reminder,Register Now || Open Menu || View Products || Price List || Diwali Scheme
Hindalco,journey_dsr_expense_claim.html,field_ops_expense,inferred,Hindalco,76,0,0,13,1,0,6,"{""brand"": ""#1B2A4A"", ""brand-light"": ""#2E4A7A""}",Field Menu | Claim CTA | Claim Form (WebView) | DSR's View | Claim Approved | Payment Credited,"Welcome back, Rajesh! 👋 How can I help you today? || Submit New Claim || Submit New Claim"
Mukund,journey_field_ops.html,field_ops_expense,inferred,Mukund Magnum Overseas,235,0,0,35,13,11,24,"{""brand"": ""#b38b4d"", ""brand-dark"": ""#8a6535"", ""accent"": ""#C8860A""}",Admin Creates Group | ZoAi Capability Panel | Start Day &amp; Clock-In | Request Plan | Travel &amp; Check-In | Order Capture &amp; Review | Order Submit &amp; Notify | Competitor Insights | Realtime ASM Communication | PWA App Installation | Field Ops Command Center | Screen 1 · Create Group | Screen 2 · Add Members | Screen 3 · Group Created | Screen 1 · Clock-In Command | Screen 2 · Clock-In Confirmed | Screen 1 · Plan Command | Screen 2 · Visit List | Screen 1 · Check-In Command | Screen 2 · Check-In Confirmed | Screen 1 · Order Capture | Screen 2 · Order Created | Screen 1 · PWA Order Review | Screen 2 · Retailer DM (Template) | Screen 3 · Group · Deepak's View | Screen 1 · Notes Capture | Screen 2 · Field Activity Log | Screen 1 · Competitor Follow-Up | Screen 2 · Outstanding Reminder &amp; Ledger | Screen 1 · PWA Hamburger Menu | Screen 2 · App Added to Home Screen | Screen 3 · Works Offline | Screen 4 · Beat Plan — Today's Visits | Screen 1 · Activity History | Screen 2 · Team Performance Report,
Orient,index.html,,hub,Orient Electric,26,1,13,5,0,0,0,{},,
Orient,journey_automated_collections.html,automated_collections,canonical,Orient Electric,260,12,160,14,5,0,0,"{""brand"": ""#E30613"", ""brand-l"": ""#046287"", ""accent"": ""#1C1C1C""}",,
Orient,journey_campaigns_queries.html,campaigns_queries,canonical,Orient Electric,4406,13,4288,38,9,3,9,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Campaigns &amp; Queries | Scheme &amp; Product Queries | Scheme &amp; Loyalty Queries | Screen 1 · Diwali Festive Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Bhujia Range Scheme | Screen 2 · Retailer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Retailer Scheme Query | Screen 2 · Retailer Scheme Query | Screen 3 · Retailer Scheme Query,View Products || Price List || Diwali Scheme || Scheme thoda detail mein batao || Scheme thoda detail mein batao
Orient,journey_dealer_engagement.html,dealer_engagement,canonical,Orient Electric,479,13,361,38,9,3,9,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Campaign &amp; Promotions | Scheme &amp; Product Queries | Loyalty &amp; Credit Queries | Screen 1 · Bulk Purchase Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Diwali LED Offer | Screen 2 · Dealer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Dealer Loyalty Query | Screen 2 · Dealer Credit Query | Screen 3 · Dealer SE Escalation,View Products || Butter Price List || Bulk Scheme || Diwali LED scheme ke baare mein batao || Diwali LED scheme ke baare mein batao
Orient,journey_dt_fulfillment_payment.html,dt_fulfillment_payment,canonical,Orient Electric,562,18,335,38,10,5,15,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Fullfilment Confirmation | Order to Invoice | Invoice &amp; Payment | Collect Digital Orders | Collect Payments | Screen 1 · DT Receives Order | Screen 2 · DT Order Review | Screen 3 · DT Accepts Order | Screen 1 · Fullfilment Menu | Screen 2 · Orders to Process | Screen 3 · Upload Invoice | Screen 1 · Invoice Shared | Screen 2 · Payment Reminder | Screen 3 · Payment Received | Screen 1 · Fullfilment Menu | Screen 2 · Select Retailers | Screen 3 · Order Nudge to Retailer | Screen 1 · Fullfilment Menu | Screen 2 · Pending Invoices | Screen 3 · Payment Reminder,"Order accepted ✅ All items verified. Dispatching by 19 April 2026. || 
                      Hello  || 
                      Hello  || 
                      Hello "
Orient,journey_field_ops_expense.html,field_ops_expense,canonical,Orient Electric,16864,24,16506,72,16,15,24,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Admin Creates Group | ZoAi Capability Panel | Start Day &amp; Clock-In | Request Plan | Travel &amp; Check-In | Order Capture &amp; Review | Order Submit &amp; Notify | Competitor Insights | Realtime ASM Communication | PWA App Installation | Field Ops Command Center | DSR Files Expense Claim | Manager Approval Queue | Manager Reviews &amp; Approves | DSR Receives Notifications | Screen 1 · Create Group | Screen 2 · Add Members | Screen 3 · Group Created | Screen 1 · Clock-In Command | Screen 2 · Clock-In Confirmed | Screen 1 · Plan Command | Screen 2 · Visit List | Screen 1 · Check-In Command | Screen 2 · Check-In Confirmed | Screen 1 · Order Capture | Screen 2 · Order Created | Screen 1 · PWA Order Review | Screen 2 · Retailer DM (Template) | Screen 3 · Group · Deepak's View | Screen 1 · Notes Capture | Screen 2 · Field Activity Log | Screen 1 · Competitor Follow-Up | Screen 2 · Outstanding Reminder &amp; Ledger | Screen 1 · PWA Hamburger Menu | Screen 2 · App Added to Home Screen | Screen 3 · Works Offline | Screen 4 · Beat Plan — Today's Visits | Screen 1 · Activity History | Screen 2 · Team Performance Report,
Orient,journey_order_to_cash.html,order_to_cash,canonical,Orient Electric,11232,40,10961,47,12,11,26,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Back Office Order Fulfilment | Order Confirmed Notification | SAP Integration Architecture | Invoice &amp; Dispatch | Cash Discount &amp; Payment Reminder | Payment Received | Credit Note &amp; Ledger | Self Service Navigation Menu | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Dealer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout | Screen 1 · Orders to Process | Screen 2 · Order Review &amp; Accept | Screen 1 · Order Confirmed | Screen 2 · Order Details — Read Only (PWA) | ZoTok × SAP Integration Architecture | Screen 1 · New Invoice | Screen 2 · Dispatch Notification | Screen 1 · Cash Discount Expiring | Screen 2 · Payment Due Soon | Screen 1 · Payment Received | Screen 2 · Division Selection | Screen 3 · Settlement Confirmation | Screen 1 · Credit Note Issued | Screen 2 · Ledger Statement | Screen 3 · Ledger Page | Screen 1 · Navigation Menu | Screen 2 · Order History,Open Menu || View Products || Please process this order 🙏 || 📋 Received your order note! ZoTok AI is reading it now... || Please process this order 🙏
Orient,journey_post_order_communication.html,post_order_communication,canonical,Orient Electric,255,10,133,21,5,5,0,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Order Submitted Notification | Order History &amp; Navigation | Order Confirmed Notification | Invoice &amp; Cash Discount | Payment Received | Screen 1 · Order Submitted | Screen 2 · Order Details (PWA) | Screen 1 · Order History (PWA) | Screen 2 · Navigation Drawer | Screen 1 · Order Confirmed | Screen 2 · Order Details — Read Only (PWA) | Screen 1 · New Invoice | Screen 2 · Cash Discount Expiring | Screen 3 · Payment Due Soon | Screen 1 · Payment Received | Screen 2 · Division Selection | Screen 3 · Settlement Confirmation,Submit details
Orient,journey_retailer_activation.html,retailer_activation,canonical,Orient Electric,179,6,84,40,9,2,5,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Retailer Onboarding | Welcome &amp; Self Service | Screen 1 · Activation Campaign | Screen 2 · Retailer Registration | Screen 3 · Application Under Review | Screen 3 · Registration Successful | Screen 4 · Self Service Menu,Register Now || Open Menu
Orient,journey_retailer_loyalty_invoice_collection.html,retailer_loyalty,canonical,Orient Electric Retail Connect,136,2,26,39,6,12,0,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Scheme Communication | Retailer Home Menu | Invoice Upload Flow | Invoice Processing | Invoice Acknowledgment | Scheme Progress Update | Milestone Achievement | Invoice Ledger View | Earnings Dashboard | Engagement Nudges | Validation &amp; Exceptions | Brand Intelligence | Screen 1 · Scheme Communication | Screen 1 · Retailer Menu | Screen 1 · Invoice Upload | Screen 2 · Upload Guidance | Screen 1 · Processing State | Screen 1 · Invoice Acknowledgment | Screen 1 · Scheme Progress | Screen 1 · Milestone Achievement | Screen 1 · Invoice Ledger | Screen 1 · Earnings Dashboard | Screen 1 · Engagement Nudge,
Orient,journey_retailer_onboarding_to_cash.html,retailer_onboarding,canonical,Orient Electric,2054,55,1668,38,12,12,35,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Retailer Onboarding | Welcome &amp; Self Service | Campaigns &amp; Queries | Scheme &amp; Product Queries | Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Distributor Confirmation | Order to Invoice | Invoice &amp; Payment | Collect Digital Orders | Collect Payments | Screen 1 · Activation Campaign | Screen 2 · Retailer Registration | Screen 3 · Application Under Review | Screen 3 · Registration Successful | Screen 4 · Self Service Menu | Screen 1 · Diwali Festive Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Diwali LED Offer | Screen 2 · Retailer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Retailer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout | Screen 1 · DT Receives Order | Screen 2 · DT Order Review | Screen 3 · DT Accepts Order | Screen 1 · Distributor Menu | Screen 2 · Orders to Process | Screen 3 · Upload Invoice | Screen 1 · Invoice Shared | Screen 2 · Payment Reminder | Screen 3 · Payment Received | Screen 1 · Distributor Menu | Screen 2 · Select Retailers | Screen 3 · Order Nudge to Retailer | Screen 1 · Distributor Menu | Screen 2 · Pending Invoices | Screen 3 · Payment Reminder,Register Now || Open Menu || View Products || Price List || Diwali Scheme
OrientElectric,journey_erp_externalization.html,,unknown,Orient Electric,174,4,53,48,5,5,0,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Order Submitted Notification | Order History &amp; Navigation | Order Confirmed Notification | Invoice &amp; Cash Discount | Payment Received | Screen 1 · Order Submitted | Screen 2 · Order Details (PWA) | Screen 1 · Order History (PWA) | Screen 2 · Navigation Drawer | Screen 1 · Order Confirmed | Screen 2 · Order Details — Read Only (PWA) | Screen 1 · New Invoice | Screen 2 · Cash Discount Expiring | Screen 3 · Payment Due Soon | Screen 1 · Payment Received | Screen 2 · Division Selection | Screen 3 · Settlement Confirmation,Submit details
Recykal,journey_ms_scrap_marketplace.html,,unknown,Recykal,172,0,0,32,10,11,26,"{""brand"": ""#049769"", ""brand-dark"": ""#037a54"", ""accent"": ""#fc5000""}",Screen 1 &middot; Nudge to List | Screen 2 &middot; Seller Responds Loosely | Screen 3 &middot; Draft Listing &middot; Review &amp; Publish | Screen 1 &middot; Published + Menu Available | Screen 2 &middot; Menu Open (Bottom Sheet) | Screen 3 &middot; Recent Orders WebView | Screen 1 &middot; Renewal Nudge Template | Screen 2 &middot; Listing Extended | Flow Diagram &middot; Buyer-side on Recykal App | Screen 1 &middot; Award Template | Screen 2 &middot; OTP Modal | Screen 3 &middot; Acceptance Recorded | Screen 1 &middot; Contract Confirmed DM | Screen 2 &middot; Buyer-side Mirror | Screen 1 &middot; Group Auto-Created | Screen 2 &middot; ZoAi Execution Checklist | Screen 1 &middot; Weighbridge + Vehicle | Screen 2 &middot; Rahul tags @zoai &middot; ZoAi creates dispatch note | Screen 3 &middot; Dispatch Confirmation DM | Screen 1 &middot; GRN Posted in Group | Screen 2 &middot; Quality Report + Debit Note Draft | Screen 3 &middot; Quality &amp; Debit Captured in Control Tower | Screen 1 &middot; Auto-Generated Invoice (Seller → Buyer) | Screen 2 &middot; Invoice Delivered on WhatsApp | Screen 1 &middot; Live Control Tower | Screen 2 &middot; Deal Closed · Group Archived · Rating Prompt | '+s.title+',"Haan haan list karna hai 🙏 || Yeh photo dekh lijiye. 8-10 ton scrap hai HMS, aaj sham tak load karna hai. || Ji Suresh ji 👋 photo mil gayi. Rate kya rakhna chahte hain? Bazaar abhi ₹34,400&ndash;34,600 per MT chal raha hai. || Samajh gaya 👍 ek minute, draft listing taiyaar kar raha hoon&hellip; || Suresh ji draft taiyaar hai 👇 review kar ke confirm kar dijiye."
Recykal,journey_ms_scrap_procurement.html,,unknown,Recykal,179,0,0,30,9,12,29,"{""brand"": ""#049769"", ""brand-dark"": ""#037a54"", ""accent"": ""#fc5000""}",Screen 1 &middot; Create Purchase Order | Screen 2 &middot; Purchase Orders List | Screen 1 &middot; PO Detail — Publish | Screen 2 &middot; Broadcast Sent — Confirmation | Screen 1 &middot; Broadcast Received | Screen 2 &middot; Submit Availability | Screen 3 &middot; Interest Confirmed | Screen 1 &middot; Incoming Leads | Screen 2 &middot; Assign to Procurement | Screen 1 &middot; New Group | Screen 2 &middot; Group Created | Screen 1 &middot; Opening Offers | Screen 2 &middot; Counter &amp; Nudge | Screen 3 &middot; Deal Closed | Screen 1 &middot; Negotiation Tracker | Screen 2 &middot; Raise the PO | Screen 1 &middot; PO Received | Screen 2 &middot; Review PO | Screen 3 &middot; Verify Order | Screen 1 &middot; Enter OTP | Screen 2 &middot; PO Accepted | Screen 1 &middot; Dispatch Reminder | Screen 2 &middot; Create Dispatch | Screen 3 &middot; Dispatch Confirmed | Screen 1 &middot; Invoice Auto-Created &mdash; Draft | Screen 2 &middot; Invoice Approved &mdash; Webhook Fired | Screen 3 &middot; API Handoff | Screen 1 &middot; Invoice Delivered | Screen 2 &middot; View Invoice | '+s.title+',"Submitted availability for HMS 1&amp;2 &#10003; || Material photos &mdash; HMS 1&amp;2, Nagpur yard || 
                Thank you,  || 
                Welcome to deal room  || Thank you. Material is ready at our Nagpur yard. &#128077;"
Recykal,journey_ms_scrap_procurement_bkp.html,,unknown,Recykal,102,0,0,24,7,8,18,"{""brand"": ""#049769"", ""brand-dark"": ""#037a54"", ""accent"": ""#fc5000""}",Screen 1 &middot; Compose Broadcast | Screen 2 &middot; Select Suppliers | Screen 1 &middot; Broadcast Received | Screen 2 &middot; Submit Availability | Screen 3 &middot; Interest Confirmed | Screen 1 &middot; Incoming Leads | Screen 2 &middot; Assign to Procurement | Screen 1 &middot; New Group | Screen 2 &middot; Group Created | Screen 1 &middot; Negotiation | Screen 2 &middot; Deal Finalised | Screen 1 &middot; Negotiation Tracker | Screen 2 &middot; Raise the PO | Screen 1 &middot; PO Received | Screen 2 &middot; Review PO | Screen 3 &middot; Verify Order | Screen 1 &middot; Enter OTP | Screen 2 &middot; PO Accepted | '+s.title+',"Submitted availability for HMS 1&amp;2 &#10003; || Material photos &mdash; HMS 1&amp;2, Nagpur yard || 
                Thank you,  || 
                Welcome to the Recykal MS Scrap sourcing room. &#9851; || Thank you. Material is ready at our Nagpur yard. Looking forward to it. &#128077;"
SakkuGroup,DT Fulfilment.html,dt_fulfillment_payment,inferred,Sakku Brand Fulfilment,5357,21,5163,26,9,6,18,"{""brand"": ""#163A63"", ""brand-dark"": ""#0F2744"", ""accent"": ""#D6B06A""}",Daily Egg Price Broadcast | Distributor Menu | Place Order | Invoice &amp; Payment | Collections &amp; Follow-up | Dispatch &amp; Order Status | Screen 1 · Daily Price Broadcast | Screen 2 · Rate &amp; Stock View | Screen 3 · Open Distributor Menu | Screen 1 · Distributor Menu | Screen 2 · Rate | Screen 3 · Menu Shortcuts | Screen 1 · Place Order | Screen 2 · Quantity Selection | Screen 3 · Order Confirmation | Screen 1 · Invoice Shared | Screen 2 · Pay via UPI | Screen 3 · Payment Received | Screen 1 · Distributor Menu | Screen 2 · Pending Invoice | Screen 3 · Friendly Reminder | Screen 1 - Status Request | Screen 2 - Dispatch Lookup | Screen 3 - Status Reply,"Opening Distributor Menu to place today's egg order. || 
                    Hello  || 
                    Hello  || 
                    Hello  || Hi Sakku Group, please share dispatch and order status for "
SakkuGroup,journey_daily_rate_broadcast.html,campaigns_queries,inferred,Sakku Group &mdash; Daily Egg Price Broadcast,2042,8,1966,21,6,6,4,"{""brand"": ""#1B3A6B"", ""brand-dark"": ""#152f58"", ""accent"": ""#589981""}",Problem &amp; Solution | Update Daily Poultry Rate Sheet | Open ZoTok Add-on Menu | Broadcast Sent | Recipients Receive Rates | Dealer Order Capture | Step 2 &middot; Daily Poultry Rate Sheet in Google Sheets | Step 3 · ZoTok Add-on Menu | Step 4 · Broadcast Sent | Screen 1 &middot; Dealer Receives Rate | Screen 2 &middot; Retailer Receives Rate | Step 6 &middot; Dealer Order Capture &amp; Dispatch,
Savera,journey_field_ops.html,field_ops_expense,inferred,Savera Pipes,235,0,0,35,13,11,24,"{""brand"": ""#1B2A4A"", ""brand-dark"": ""#0f1d33"", ""accent"": ""#C8860A""}",Admin Creates Group | ZoAi Capability Panel | Start Day &amp; Clock-In | Request Plan | Travel &amp; Check-In | Order Capture &amp; Review | Order Submit &amp; Notify | Competitor Insights | Realtime ASM Communication | PWA App Installation | Field Ops Command Center | Screen 1 · Create Group | Screen 2 · Add Members | Screen 3 · Group Created | Screen 1 · Clock-In Command | Screen 2 · Clock-In Confirmed | Screen 1 · Plan Command | Screen 2 · Visit List | Screen 1 · Check-In Command | Screen 2 · Check-In Confirmed | Screen 1 · Order Capture | Screen 2 · Order Created | Screen 1 · PWA Order Review | Screen 2 · Retailer DM (Template) | Screen 3 · Group · Deepak's View | Screen 1 · Notes Capture | Screen 2 · Field Activity Log | Screen 1 · Competitor Follow-Up | Screen 2 · Outstanding Reminder &amp; Ledger | Screen 1 · PWA Hamburger Menu | Screen 2 · App Added to Home Screen | Screen 3 · Works Offline | Screen 4 · Beat Plan — Today's Visits | Screen 1 · Activity History | Screen 2 · Team Performance Report,
Sintex,journey_plumber_registration_engagement.html,dealer_engagement,inferred,Sintex,73,0,0,14,2,3,10,"{""brand"": ""#005BAC"", ""brand-dark"": ""#004080"", ""accent"": ""#F58220""}",Registration | Main Menu | Upload Purchase &amp; Reward | Screen 1 | Screen 2 | Screen 3 | Screen 4 | Screen 1 | Screen 2 | Screen 1 | Screen 2 | Screen 3 | Screen 4,Upload Purchase
V[N] Fogg,vini_automated_collections.html,automated_collections,canonical,Vini Cosmetics,223,12,124,14,5,0,0,"{""brand"": ""#E30613"", ""brand-l"": ""#046287"", ""accent"": ""#1C1C1C""}",,
V[N] Fogg,vini_campaigns_queries.html,campaigns_queries,canonical,Vini Cosmetics,1333,13,1239,25,9,3,9,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Campaigns &amp; Queries | Scheme &amp; Product Queries | Scheme &amp; Loyalty Queries | Screen 1 · Diwali Festive Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Fogg Deodorant Scheme | Screen 2 · Retailer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Retailer Scheme Query | Screen 2 · Retailer Scheme Query | Screen 3 · Retailer Scheme Query,View Products || Price List || Diwali Scheme || Scheme thoda detail mein batao || Scheme thoda detail mein batao
V[N] Fogg,vini_dt_fulfillment_payment.html,dt_fulfillment_payment,canonical,Vini Cosmetics,467,18,290,25,9,5,15,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Distributor Confirmation | Order to Invoice | Invoice &amp; Payment | Collect Digital Orders | Collect Payments | Screen 1 · DT Receives Order | Screen 2 · DT Order Review | Screen 3 · DT Accepts Order | Screen 1 · Distributor Menu | Screen 2 · Orders to Process | Screen 3 · Upload Invoice | Screen 1 · Invoice Shared | Screen 2 · Payment Reminder | Screen 3 · Payment Received | Screen 1 · Distributor Menu | Screen 2 · Select Retailers | Screen 3 · Order Nudge to Retailer | Screen 1 · Distributor Menu | Screen 2 · Pending Invoices | Screen 3 · Payment Reminder,"Order accepted ✅ All items verified. Dispatching by 19 April 2026. || 
                    Hello  || 
                    Hello  || 
                    Hello "
V[N] Fogg,vini_field_ops_expense.html,field_ops_expense,canonical,Vini Cosmetics,8363,26,8005,72,16,15,24,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Admin Creates Group | ZoAi Capability Panel | Start Day &amp; Clock-In | Request Plan | Travel &amp; Check-In | Order Capture &amp; Review | Order Submit &amp; Notify | Competitor Insights | Realtime ASM Communication | PWA App Installation | Field Ops Command Center | DSR Files Expense Claim | Manager Approval Queue | Manager Reviews &amp; Approves | DSR Receives Notifications | Screen 1 · Create Group | Screen 2 · Add Members | Screen 3 · Group Created | Screen 1 · Clock-In Command | Screen 2 · Clock-In Confirmed | Screen 1 · Plan Command | Screen 2 · Visit List | Screen 1 · Check-In Command | Screen 2 · Check-In Confirmed | Screen 1 · Order Capture | Screen 2 · Order Created | Screen 1 · PWA Order Review | Screen 2 · Retailer DM (Template) | Screen 3 · Group · Deepak's View | Screen 1 · Notes Capture | Screen 2 · Field Activity Log | Screen 1 · Competitor Follow-Up | Screen 2 · Outstanding Reminder &amp; Ledger | Screen 1 · PWA Hamburger Menu | Screen 2 · App Added to Home Screen | Screen 3 · Works Offline | Screen 4 · Beat Plan — Today's Visits | Screen 1 · Activity History | Screen 2 · Team Performance Report,
V[N] Fogg,vini_index.html,,hub,Vini Cosmetics,28,1,10,7,1,0,0,{},,
V[N] Fogg,vini_order_to_cash.html,order_to_cash,canonical,Vini Cosmetics,1481,24,1376,25,8,3,9,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Retailer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout,Register Now || Open Menu || View Products || Please process this order 🙏 || 📋 Received your order note! ZoTok AI is reading it now...
V[N] Fogg,vini_retailer_activation.html,retailer_activation,canonical,Vini Cosmetics,165,6,90,27,8,2,5,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Retailer Onboarding | Welcome &amp; Self Service | Screen 1 · Activation Campaign | Screen 2 · Retailer Registration | Screen 3 · Application Under Review | Screen 3 · Registration Successful | Screen 4 · Self Service Menu,Register Now || Open Menu
V[N] Fogg,vini_retailer_loyalty.html,retailer_loyalty,canonical,Vini Retail Connect,108,2,27,34,5,12,0,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Scheme Communication | Retailer Home Menu | Invoice Upload Flow | Invoice Processing | Invoice Acknowledgment | Scheme Progress Update | Milestone Achievement | Invoice Ledger View | Earnings Dashboard | Engagement Nudges | Validation &amp; Exceptions | Brand Intelligence | Screen 1 · Scheme Communication | Screen 1 · Retailer Menu | Screen 1 · Invoice Upload | Screen 2 · Upload Guidance | Screen 1 · Processing State | Screen 1 · Invoice Acknowledgment | Screen 1 · Scheme Progress | Screen 1 · Milestone Achievement | Screen 1 · Invoice Ledger | Screen 1 · Earnings Dashboard | Screen 1 · Engagement Nudge,
freyr,journey_domestic_customer_lifecycle.html,,unknown,Freyr Solar Connect,97,0,0,6,0,0,0,"{""brand"": ""#F15A24"", ""brand-l"": ""#F47040"", ""accent"": ""#FDB813""}",,
insightzz,journey_defect_alert_management.html,,unknown,Insightzz,113,0,0,30,8,0,12,"{""brand"": ""#0B1F3A"", ""accent"": ""#2BB673""}",,Welcome to Insightzz Plant Alerts 👋 || How critical is this? Can we continue operating or should the line be stopped? || Belt Section A has been showing micro-wear for 2 days. This 7mm crack is on the centre fold — it's a high-load area. Risky to continue.
jkcement,jk_cement_automated_collections.html,automated_collections,canonical,JK Cement,679,12,580,14,5,0,0,"{""brand"": ""#E30613"", ""brand-l"": ""#046287"", ""accent"": ""#1C1C1C""}",,
jkcement,jk_cement_dealer_engagement.html,dealer_engagement,canonical,JK Cement,693,13,575,38,9,3,9,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Campaign &amp; Promotions | Scheme &amp; Product Queries | Loyalty &amp; Credit Queries | Screen 1 · Bulk Purchase Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Monsoon Protection Scheme | Screen 2 · Dealer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Dealer Loyalty Query | Screen 2 · Dealer Credit Query | Screen 3 · Dealer SE Escalation,View Catalog || Cement Price List || Monsoon Scheme || Monsoon Protection scheme ke baare mein batao || Monsoon Protection scheme ke baare mein batao
